,bbox,image_id,category,name
3736,"[130, 336, 62, 51]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3737,"[976, 309, 22, 13]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3738,"[991, 308, 47, 28]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3739,"[958, 255, 35, 37]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3740,"[1033, 214, 66, 35]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3741,"[242, 65, 65, 41]",223,2,bonirob_2016-05-23-10-37-10_0_frame40
3742,"[1026, 941, 63, 24]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3743,"[242, 813, 63, 50]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3744,"[1131, 658, 44, 44]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3745,"[1057, 471, 27, 14]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3746,"[1004, 455, 55, 130]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3747,"[898, 304, 65, 60]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3748,"[1038, 205, 42, 41]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3749,"[1051, 190, 29, 14]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3750,"[1059, 161, 35, 26]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3751,"[241, 88, 41, 43]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3752,"[1089, 71, 30, 20]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3753,"[1105, 64, 12, 6]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3754,"[1059, 59, 22, 10]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3755,"[861, 34, 24, 25]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3756,"[1058, 28, 76, 35]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3757,"[760, 18, 28, 18]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3758,"[264, 15, 33, 31]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3759,"[807, 8, 47, 31]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3760,"[824, 7, 13, 6]",224,2,bonirob_2016-05-23-10-37-10_0_frame41
3761,"[1052, 752, 78, 64]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3762,"[798, 751, 47, 40]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3763,"[789, 738, 19, 10]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3764,"[471, 603, 57, 40]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3765,"[1072, 463, 12, 6]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3766,"[1103, 427, 34, 57]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3767,"[1070, 423, 36, 35]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3768,"[484, 423, 28, 18]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3769,"[455, 415, 28, 30]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3770,"[718, 255, 52, 30]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3771,"[666, 168, 57, 31]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3772,"[699, 157, 14, 8]",225,2,bonirob_2016-05-23-10-37-10_0_frame42
3773,"[31, 757, 46, 30]",226,2,bonirob_2016-05-23-10-37-10_0_frame43
3774,"[1102, 314, 57, 52]",226,2,bonirob_2016-05-23-10-37-10_0_frame43
3775,"[1003, 285, 36, 28]",226,2,bonirob_2016-05-23-10-37-10_0_frame43
3776,"[1016, 653, 79, 103]",227,2,bonirob_2016-05-23-10-37-10_0_frame44
3777,"[1059, 365, 28, 20]",227,2,bonirob_2016-05-23-10-37-10_0_frame44
3778,"[1061, 314, 75, 90]",227,2,bonirob_2016-05-23-10-37-10_0_frame44
3779,"[726, 759, 57, 60]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3780,"[1046, 532, 29, 25]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3781,"[1111, 521, 56, 40]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3782,"[879, 337, 51, 43]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3783,"[915, 255, 57, 48]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3784,"[768, 24, 61, 41]",228,2,bonirob_2016-05-23-10-37-10_0_frame45
3785,"[763, 772, 64, 69]",229,2,bonirob_2016-05-23-10-37-10_0_frame46
3786,"[520, 492, 46, 42]",229,2,bonirob_2016-05-23-10-37-10_0_frame46
3787,"[777, 272, 40, 28]",229,2,bonirob_2016-05-23-10-37-10_0_frame46
3788,"[1156, 288, 34, 29]",230,2,bonirob_2016-05-23-10-37-10_0_frame47
3789,"[778, 301, 13, 6]",231,2,bonirob_2016-05-23-10-37-10_0_frame48
3790,"[732, 296, 54, 40]",231,2,bonirob_2016-05-23-10-37-10_0_frame48
3791,"[1089, 90, 36, 29]",231,2,bonirob_2016-05-23-10-37-10_0_frame48
3792,"[1203, 540, 33, 43]",232,2,bonirob_2016-05-23-10-37-10_0_frame49
3793,"[882, 330, 62, 51]",232,2,bonirob_2016-05-23-10-37-10_0_frame49
3794,"[707, 239, 50, 47]",232,2,bonirob_2016-05-23-10-37-10_0_frame49
3795,"[914, 127, 26, 17]",234,2,bonirob_2016-05-23-10-37-10_0_frame51
3796,"[907, 875, 26, 15]",235,2,bonirob_2016-05-23-10-37-10_0_frame52
3797,"[776, 69, 52, 43]",235,2,bonirob_2016-05-23-10-37-10_0_frame52
3798,"[774, 816, 49, 44]",236,2,bonirob_2016-05-23-10-37-10_0_frame53
3799,"[250, 645, 38, 28]",239,2,bonirob_2016-05-23-10-37-10_0_frame56
3800,"[38, 293, 68, 53]",243,2,bonirob_2016-05-23-10-37-10_0_frame60
3801,"[589, 564, 31, 37]",244,2,bonirob_2016-05-23-10-37-10_0_frame61
3802,"[907, 549, 86, 99]",244,2,bonirob_2016-05-23-10-37-10_0_frame61
3803,"[1059, 605, 13, 8]",245,2,bonirob_2016-05-23-10-37-10_0_frame62
3804,"[1056, 580, 22, 24]",245,2,bonirob_2016-05-23-10-37-10_0_frame62
3805,"[582, 489, 33, 35]",245,2,bonirob_2016-05-23-10-37-10_0_frame62
3806,"[650, 222, 43, 30]",245,2,bonirob_2016-05-23-10-37-10_0_frame62
3807,"[0, 555, 29, 34]",246,2,bonirob_2016-05-23-10-37-10_0_frame63
3808,"[245, 543, 38, 31]",246,2,bonirob_2016-05-23-10-37-10_0_frame63
3809,"[914, 410, 31, 27]",246,2,bonirob_2016-05-23-10-37-10_0_frame63
3810,"[942, 498, 55, 28]",247,2,bonirob_2016-05-23-10-37-10_0_frame64
3811,"[496, 258, 41, 42]",247,2,bonirob_2016-05-23-10-37-10_0_frame64
3812,"[1123, 388, 32, 32]",248,2,bonirob_2016-05-23-10-37-10_0_frame65
3813,"[1233, 701, 41, 27]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3814,"[1245, 608, 44, 34]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3815,"[481, 572, 30, 26]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3816,"[1120, 504, 24, 23]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3817,"[1231, 344, 33, 39]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3818,"[1053, 335, 49, 42]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3819,"[1118, 186, 37, 15]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3820,"[1114, 142, 24, 26]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3821,"[1164, 126, 56, 35]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3822,"[1186, 41, 45, 31]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3823,"[421, 39, 36, 33]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3824,"[1100, 38, 30, 20]",249,2,bonirob_2016-05-23-10-37-10_0_frame66
3825,"[1253, 897, 15, 9]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3826,"[1274, 891, 22, 20]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3827,"[1104, 877, 24, 25]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3828,"[1154, 856, 44, 37]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3829,"[409, 805, 38, 37]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3830,"[1096, 769, 28, 19]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3831,"[1232, 377, 64, 46]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3832,"[1037, 161, 30, 30]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3833,"[920, 143, 12, 6]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3834,"[912, 126, 36, 15]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3835,"[1238, 53, 22, 20]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3836,"[1226, 22, 37, 27]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3837,"[1168, 19, 23, 19]",250,2,bonirob_2016-05-23-10-37-10_0_frame67
3838,"[1028, 856, 46, 40]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3839,"[836, 772, 39, 28]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3840,"[761, 583, 49, 39]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3841,"[699, 512, 12, 6]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3842,"[704, 482, 50, 44]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3843,"[678, 469, 22, 12]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3844,"[714, 460, 30, 20]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3845,"[671, 447, 23, 20]",251,2,bonirob_2016-05-23-10-37-10_0_frame68
3846,"[776, 788, 44, 31]",252,2,bonirob_2016-05-23-10-37-10_0_frame69
3847,"[698, 752, 51, 33]",252,2,bonirob_2016-05-23-10-37-10_0_frame69
3848,"[1024, 491, 94, 72]",252,2,bonirob_2016-05-23-10-37-10_0_frame69
3849,"[1050, 433, 15, 13]",252,2,bonirob_2016-05-23-10-37-10_0_frame69
3850,"[1012, 417, 27, 26]",252,2,bonirob_2016-05-23-10-37-10_0_frame69
3851,"[1036, 647, 15, 10]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3852,"[1000, 536, 29, 20]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3853,"[957, 532, 25, 18]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3854,"[1002, 513, 18, 11]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3855,"[969, 497, 26, 23]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3856,"[1128, 495, 16, 8]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3857,"[1008, 474, 145, 200]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3858,"[1187, 319, 36, 48]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3859,"[1276, 170, 17, 8]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3860,"[1247, 151, 48, 19]",253,2,bonirob_2016-05-23-10-37-10_0_frame70
3861,"[1235, 841, 49, 32]",254,2,bonirob_2016-05-23-10-37-10_0_frame71
3862,"[1131, 465, 40, 45]",254,2,bonirob_2016-05-23-10-37-10_0_frame71
3863,"[743, 159, 44, 36]",254,2,bonirob_2016-05-23-10-37-10_0_frame71
3864,"[730, 930, 42, 35]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3865,"[1246, 305, 41, 32]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3866,"[463, 191, 31, 23]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3867,"[475, 172, 61, 37]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3868,"[482, 115, 72, 57]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3869,"[1138, 58, 112, 88]",255,2,bonirob_2016-05-23-10-37-10_0_frame72
3870,"[452, 910, 50, 55]",256,2,bonirob_2016-05-23-10-37-10_0_frame73
3871,"[1111, 801, 113, 89]",256,2,bonirob_2016-05-23-10-37-10_0_frame73
3872,"[748, 735, 56, 38]",256,2,bonirob_2016-05-23-10-37-10_0_frame73
3873,"[362, 345, 220, 227]",256,2,bonirob_2016-05-23-10-37-10_0_frame73
3874,"[548, 718, 43, 28]",257,2,bonirob_2016-05-23-10-37-10_0_frame74
3875,"[886, 493, 34, 21]",257,2,bonirob_2016-05-23-10-37-10_0_frame74
3876,"[871, 409, 34, 29]",257,2,bonirob_2016-05-23-10-37-10_0_frame74
3877,"[296, 373, 303, 294]",257,2,bonirob_2016-05-23-10-37-10_0_frame74
3878,"[733, 242, 60, 62]",257,2,bonirob_2016-05-23-10-37-10_0_frame74
3879,"[408, 523, 17, 16]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3880,"[391, 508, 39, 15]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3881,"[972, 432, 36, 40]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3882,"[391, 405, 92, 100]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3883,"[453, 249, 16, 14]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3884,"[448, 195, 82, 53]",258,2,bonirob_2016-05-23-10-37-10_0_frame75
3885,"[451, 891, 84, 65]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3886,"[251, 383, 48, 47]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3887,"[929, 127, 36, 47]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3888,"[586, 98, 56, 36]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3889,"[709, 38, 46, 44]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3890,"[481, 18, 62, 31]",259,2,bonirob_2016-05-23-10-37-10_0_frame76
3891,"[558, 923, 59, 41]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3892,"[683, 860, 49, 51]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3893,"[454, 856, 63, 30]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3894,"[382, 747, 46, 33]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3895,"[815, 445, 45, 49]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3896,"[891, 115, 12, 8]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3897,"[903, 103, 31, 31]",260,2,bonirob_2016-05-23-10-37-10_0_frame77
3898,"[774, 866, 117, 44]",262,2,bonirob_2016-05-23-10-37-10_0_frame79
3899,"[19, 715, 34, 28]",262,2,bonirob_2016-05-23-10-37-10_0_frame79
3900,"[524, 115, 40, 39]",262,2,bonirob_2016-05-23-10-37-10_0_frame79
3901,"[807, 81, 27, 31]",262,2,bonirob_2016-05-23-10-37-10_0_frame79
3902,"[511, 869, 39, 40]",263,2,bonirob_2016-05-23-10-37-10_0_frame80
3903,"[792, 819, 28, 33]",263,2,bonirob_2016-05-23-10-37-10_0_frame80
3904,"[1077, 13, 30, 28]",263,2,bonirob_2016-05-23-10-37-10_0_frame80
3905,"[1060, 737, 34, 34]",264,2,bonirob_2016-05-23-10-37-10_0_frame81
3906,"[1209, 594, 29, 37]",264,2,bonirob_2016-05-23-10-37-10_0_frame81
3907,"[313, 499, 43, 22]",264,2,bonirob_2016-05-23-10-37-10_0_frame81
3908,"[1264, 341, 32, 45]",264,2,bonirob_2016-05-23-10-37-10_0_frame81
3909,"[1273, 723, 23, 27]",265,2,bonirob_2016-05-23-10-37-10_0_frame82
3910,"[1209, 610, 61, 107]",265,2,bonirob_2016-05-23-10-37-10_0_frame82
3911,"[1234, 475, 60, 43]",265,2,bonirob_2016-05-23-10-37-10_0_frame82
3912,"[938, 537, 23, 21]",266,2,bonirob_2016-05-23-10-37-10_0_frame83
3913,"[728, 237, 24, 15]",266,2,bonirob_2016-05-23-10-37-10_0_frame83
3914,"[421, 36, 32, 33]",266,2,bonirob_2016-05-23-10-37-10_0_frame83
3915,"[1239, 336, 34, 31]",267,2,bonirob_2016-05-23-10-37-10_0_frame84
3916,"[782, 229, 50, 42]",267,2,bonirob_2016-05-23-10-37-10_0_frame84
3917,"[786, 734, 44, 44]",268,2,bonirob_2016-05-23-10-37-10_0_frame85
3918,"[604, 772, 20, 21]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3919,"[177, 463, 58, 58]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3920,"[73, 343, 33, 30]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3921,"[755, 296, 69, 55]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3922,"[506, 255, 31, 48]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3923,"[597, 189, 50, 42]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3924,"[335, 107, 55, 51]",269,2,bonirob_2016-05-23-10-37-10_0_frame86
3925,"[590, 907, 51, 35]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3926,"[330, 840, 51, 51]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3927,"[1017, 655, 34, 28]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3928,"[694, 364, 41, 51]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3929,"[1010, 130, 48, 32]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3930,"[512, 109, 51, 47]",270,2,bonirob_2016-05-23-10-37-10_0_frame87
3931,"[98, 674, 41, 34]",271,2,bonirob_2016-05-23-10-37-10_0_frame88
3932,"[100, 661, 12, 6]",271,2,bonirob_2016-05-23-10-37-10_0_frame88
3933,"[1233, 332, 46, 56]",271,2,bonirob_2016-05-23-10-37-10_0_frame88
3934,"[765, 149, 42, 40]",271,2,bonirob_2016-05-23-10-37-10_0_frame88
3935,"[307, 88, 40, 25]",271,2,bonirob_2016-05-23-10-37-10_0_frame88
3936,"[754, 850, 42, 40]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3937,"[300, 787, 46, 20]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3938,"[815, 653, 24, 20]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3939,"[920, 640, 29, 35]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3940,"[198, 283, 38, 33]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3941,"[791, 273, 36, 25]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3942,"[65, 204, 38, 25]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3943,"[820, 141, 39, 32]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3944,"[982, 8, 31, 30]",272,2,bonirob_2016-05-23-10-37-10_0_frame89
3945,"[811, 896, 35, 33]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3946,"[970, 759, 40, 32]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3947,"[492, 720, 33, 21]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3948,"[1048, 378, 35, 22]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3949,"[1210, 277, 51, 32]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3950,"[974, 1, 56, 24]",273,2,bonirob_2016-05-23-10-37-10_0_frame90
3951,"[709, 194, 55, 41]",274,2,bonirob_2016-05-23-10-37-10_0_frame91
3952,"[1199, 68, 41, 27]",274,2,bonirob_2016-05-23-10-37-10_0_frame91
3953,"[699, 921, 47, 36]",275,2,bonirob_2016-05-23-10-37-10_0_frame92
3954,"[364, 422, 42, 46]",275,2,bonirob_2016-05-23-10-37-10_0_frame92
3955,"[226, 105, 27, 29]",275,2,bonirob_2016-05-23-10-37-10_0_frame92
3956,"[466, 69, 81, 69]",275,2,bonirob_2016-05-23-10-37-10_0_frame92
3957,"[207, 848, 26, 28]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3958,"[441, 838, 86, 69]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3959,"[1175, 497, 57, 49]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3960,"[278, 441, 63, 50]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3961,"[561, 423, 71, 32]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3962,"[618, 385, 35, 22]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3963,"[436, 329, 34, 34]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3964,"[640, 300, 34, 22]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3965,"[626, 236, 34, 32]",276,2,bonirob_2016-05-23-10-37-10_0_frame93
3966,"[559, 614, 29, 31]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3967,"[714, 472, 65, 45]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3968,"[917, 303, 44, 41]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3969,"[1109, 294, 37, 32]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3970,"[5, 153, 23, 28]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3971,"[799, 112, 25, 22]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3972,"[263, 105, 32, 17]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3973,"[580, 54, 67, 50]",277,2,bonirob_2016-05-23-10-37-10_0_frame94
3974,"[241, 851, 31, 20]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3975,"[550, 811, 70, 52]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3976,"[643, 775, 43, 33]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3977,"[645, 760, 19, 11]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3978,"[1051, 702, 31, 31]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3979,"[583, 648, 36, 38]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3980,"[808, 449, 28, 30]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3981,"[1260, 426, 35, 29]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3982,"[762, 424, 20, 25]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3983,"[642, 327, 34, 26]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3984,"[452, 279, 16, 15]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3985,"[452, 264, 15, 13]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3986,"[253, 231, 38, 31]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3987,"[1268, 41, 26, 19]",278,2,bonirob_2016-05-23-10-37-10_0_frame95
3988,"[478, 468, 44, 15]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3989,"[1257, 438, 39, 48]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3990,"[727, 428, 56, 50]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3991,"[134, 413, 43, 43]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3992,"[241, 362, 40, 38]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3993,"[798, 344, 35, 30]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3994,"[911, 336, 32, 32]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3995,"[831, 309, 74, 48]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3996,"[974, 306, 53, 39]",279,2,bonirob_2016-05-23-10-37-10_0_frame96
3997,"[600, 474, 38, 19]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
3998,"[323, 406, 103, 51]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
3999,"[369, 382, 45, 28]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4000,"[873, 334, 54, 37]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4001,"[54, 234, 13, 6]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4002,"[44, 210, 30, 23]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4003,"[581, 191, 14, 9]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4004,"[541, 131, 71, 54]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4005,"[552, 126, 20, 11]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4006,"[164, 63, 56, 49]",280,2,bonirob_2016-05-23-10-37-10_0_frame97
4007,"[527, 805, 69, 54]",281,2,bonirob_2016-05-23-10-37-10_0_frame98
4008,"[1281, 774, 15, 14]",281,2,bonirob_2016-05-23-10-37-10_0_frame98
4009,"[152, 719, 51, 53]",281,2,bonirob_2016-05-23-10-37-10_0_frame98
4010,"[919, 228, 62, 52]",281,2,bonirob_2016-05-23-10-37-10_0_frame98
4011,"[182, 123, 32, 33]",281,2,bonirob_2016-05-23-10-37-10_0_frame98
4012,"[166, 870, 41, 29]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4013,"[246, 724, 23, 17]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4014,"[465, 688, 69, 36]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4015,"[650, 652, 59, 55]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4016,"[242, 640, 28, 33]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4017,"[0, 605, 14, 20]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4018,"[0, 584, 14, 19]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4019,"[301, 515, 49, 50]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4020,"[339, 455, 27, 16]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4021,"[1173, 393, 54, 40]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4022,"[908, 306, 55, 37]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4023,"[509, 207, 49, 36]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4024,"[963, 174, 51, 82]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4025,"[1091, 156, 43, 34]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4026,"[1076, 97, 36, 41]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4027,"[17, 17, 46, 57]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4028,"[354, 1, 42, 24]",282,2,bonirob_2016-05-23-10-37-10_0_frame99
4029,"[1172, 946, 21, 18]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4030,"[224, 936, 31, 21]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4031,"[1114, 894, 62, 70]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4032,"[592, 803, 22, 16]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4033,"[302, 666, 60, 32]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4034,"[718, 650, 17, 17]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4035,"[1144, 585, 41, 24]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4036,"[276, 230, 40, 37]",283,2,bonirob_2016-05-23-10-42-16_1_frame0
4037,"[216, 490, 15, 9]",284,2,bonirob_2016-05-23-10-42-16_1_frame1
4038,"[491, 259, 43, 42]",284,2,bonirob_2016-05-23-10-42-16_1_frame1
4039,"[345, 252, 55, 53]",284,2,bonirob_2016-05-23-10-42-16_1_frame1
4040,"[215, 3, 70, 35]",284,2,bonirob_2016-05-23-10-42-16_1_frame1
4041,"[236, 943, 24, 21]",285,2,bonirob_2016-05-23-10-42-16_1_frame10
4042,"[590, 805, 24, 18]",285,2,bonirob_2016-05-23-10-42-16_1_frame10
4043,"[793, 723, 46, 24]",285,2,bonirob_2016-05-23-10-42-16_1_frame10
